1000, 0.00102, 0.005
2000, 0.00103, 0.005
3000, 0.00100, 0.005
4000, 0.00101, 0.005
5000, 0.00101, 0.005
6000, 0.00122, 0.02
7000, 0.00118, 0.02
8000, 0.00119, 0.02
9000, 0.00117, 0.02
10000, 0.00116, 0.02
11000, 0.00117, 0.02
12000, 0.00118, 0.02
13000, 0.00114, 0.02
14000, 0.00116, 0.02
15000, 0.00115, 0.02
16000, 0.00101, 0.002
17000, 0.00096, 0.002
18000, 0.00094, 0.002
19000, 0.00096, 0.002
20000, 0.00094, 0.002
21000, 0.00094, 0.002
22000, 0.00093, 0.002
23000, 0.00093, 0.002
24000, 0.00095, 0.002
25000, 0.00091, 0.002
26000, 0.00093, 0.001
27000, 0.00094, 0.001
28000, 0.00093, 0.001
