scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
bodyparts,Head,Head,Body1,Body1,Body2,Body2,Body3,Body3,Tail,Tail
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/432/img0000.png,867.8760178396797,1565.1023777505432,876.2194696904044,1581.0447402314676,882.807181217503,1592.9653610900268,889.0811921956919,1605.5133830464051,895.3552031738809,1617.7477044538737
labeled-data/432/img0199.png,866.8805491559305,1533.7080334752404,867.8436059466012,1551.9137021352594,872.4075881967656,1565.3502920232872,877.7838462156864,1578.5684442870079,883.3611455971596,1592.5331441617202
labeled-data/432/img0244.png,867.6089417561682,1528.1442303614572,865.8289994875142,1544.386203562925,870.9463335098945,1559.7382056300655,876.0636675322745,1574.2002365628784,882.7384510397269,1590.4422097643462
labeled-data/432/img0777.png,814.7120098638871,1419.6650191185522,816.9947991670473,1433.9324522633028,822.4164237620524,1446.773142093579,828.9794430086379,1458.4724372722742,834.4010676036432,1470.74242977676
labeled-data/432/img0883.png,799.0178334046614,1387.7059688743104,804.4394579996666,1401.1173560303762,809.861082594672,1413.3873485348615,814.9973585267821,1425.0866437135576,819.5629371331024,1436.500590229358
labeled-data/432/img0897.png,796.1643467757111,1376.5773710214048,800.7299253820314,1392.5568961435256,806.4368986399318,1405.9682832995913,812.4292205607271,1418.2382758040771,818.1361938186274,1431.649662960143
labeled-data/432/img0979.png,789.8866761920208,1355.4615699671738,791.5987681693907,1370.2997004377146,797.5910900901862,1383.1403902679901,803.5834120109815,1395.695731435371,808.4343392801967,1409.6778159172268
labeled-data/432/img1136.png,770.4829671151597,1302.957415994491,774.7631970585849,1319.2222897795068,778.1873810133251,1333.3490424547924,783.6090056083303,1346.3304127545334,790.4573735178108,1358.600405259019
labeled-data/432/img1424.png,752.3210500742522,1217.6294671923638,752.475518688019,1233.2307971828166,756.1827654184236,1247.4419096493675,760.0444807625952,1261.1896162746182,764.8330077893677,1274.7828542861016
labeled-data/432/img1534.png,740.1180295866704,1185.1910583013234,742.2805901794064,1200.020045222942,746.6057113648785,1213.6132832344254,751.7031756191848,1227.5154584734425,756.1827654184237,1241.8810395537605
labeled-data/432/img1536.png,740.1180295866704,1185.1910583013234,742.2805901794064,1200.020045222942,746.6057113648785,1213.6132832344254,751.7031756191848,1227.5154584734425,756.1827654184237,1241.8810395537605
labeled-data/432/img1562.png,738.7278120627686,1182.256154639753,741.5082471105721,1196.3127984925372,745.9878369098111,1210.2149737315547,750.46742670905,1223.1903372879706,753.8657362119209,1236.6291066856875
labeled-data/432/img1636.png,733.7848164222293,1164.3377954427972,734.2482222635299,1178.3944392955816,739.6546237453699,1191.2153342382308,744.4431507721426,1203.5728233395796,749.0772091851484,1216.393718282229
labeled-data/432/img1882.png,698.7204410971524,1088.8026433108032,704.7447170340599,1100.6967265708513,711.6958046535686,1113.6720901272674,717.874549204243,1125.8751106148493,722.8175448447824,1138.0781311024311
labeled-data/432/img2015.png,674.7778059632894,1045.5514314560828,682.3467680378656,1058.0633891711982,690.0701987262084,1070.7298155000808,696.8668177319503,1082.623898760129,703.9723739652258,1095.599262316545
labeled-data/432/img2129.png,647.5913299403222,1007.5521524694354,655.4692292424321,1021.1453904809191,664.273940227143,1032.5760678996667,673.6965256669215,1043.8522767046477,682.8101738791661,1056.0552971922293
labeled-data/432/img2378.png,588.738788095149,942.3663974598211,596.9256246247925,953.4881376510349,607.1205531334051,963.5285975458809,616.3886699594167,972.9511829856592,625.6567867854283,983.7639859493394
labeled-data/432/img2550.png,546.7233251505633,903.7492440181063,549.9671660396673,917.8058878708905,561.7067806859486,926.3016616280678,574.3732070148311,934.3340295439444,587.1941019574804,944.9923638938577
labeled-data/432/img2884.png,442.49620560516865,915.9072024463925,460.2989034570161,916.6812327877772,475.0054799433248,916.4232226739822,488.9380260882489,915.9072024463925,502.35455200558306,915.6491923325976
labeled-data/432/img3210.png,321.2314521215702,941.9662239396764,335.6800184940841,941.1921935982917,349.6125646390081,938.096072232753,363.0290905563424,933.9679104120348,376.18760635988184,930.8717890464961
labeled-data/432/img3341.png,261.37310572115575,951.5125981500876,276.85371254884916,947.6424464431642,292.33431937654245,945.578365532805,306.78288574905633,943.514284622446,322.0054824629549,942.4822441672663
labeled-data/432/img3399.png,240.21627638997472,950.9965779224977,257.76096412802724,949.4485172397284,272.4675406143361,948.6744868983438,286.9161069868498,946.0943857603947,301.1066632455688,944.0303048500357
labeled-data/432/img3569.png,176.48777828263687,959.2529015639343,194.54848624827918,957.4468307673701,209.77108296217773,954.8667296294211,223.9616392208967,952.0286183776774,237.89418536582076,951.2545880362927
labeled-data/432/img3602.png,165.65135350325147,961.5749925880883,184.22808169648357,958.9948914501393,198.41863795520254,956.9308105397803,211.83516387253684,953.8346891742415,224.99367967607625,953.3186689466518
