scorer,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000,DLC_resnet_50_19FMay16shuffle5_16000
bodyparts,Head,Head,Head,Body1,Body1,Body1,Body2,Body2,Body2,Body3,Body3,Body3,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data/112/img2867.png,512.9446411132812,305.5207214355469,0.8812124729156494,502.04827880859375,296.244140625,0.7352645397186279,496.80328369140625,290.4652404785156,0.5888671278953552,483.18817138671875,291.0761413574219,0.4493430554866791,457.651611328125,295.85247802734375,0.4740176498889923
labeled-data/112/img2874.png,511.9346008300781,303.39556884765625,0.7955316305160522,501.3158874511719,295.0596923828125,0.7183904647827148,496.3824157714844,289.94622802734375,0.5850813388824463,482.783935546875,291.0701599121094,0.3707736134529114,478.8955078125,286.479248046875,0.3748812973499298
labeled-data/112/img2939.png,500.1731872558594,296.6611022949219,0.7957972288131714,496.9927978515625,285.5782470703125,0.5582181215286255,484.0124816894531,285.89288330078125,0.3955894708633423,455.85198974609375,295.31390380859375,0.3622002601623535,481.1343994140625,282.70819091796875,0.3416033983230591
labeled-data/112/img2940.png,500.00714111328125,296.4882507324219,0.7897471189498901,497.00262451171875,285.5914611816406,0.5454391241073608,484.1854553222656,285.7149658203125,0.3533431589603424,482.3525390625,284.2969665527344,0.3342859148979187,481.4006652832031,282.848876953125,0.3488234877586365
labeled-data/112/img2941.png,499.92578125,296.4564208984375,0.7935618758201599,497.0130615234375,285.6397705078125,0.544489324092865,484.2185363769531,285.60577392578125,0.3531838655471802,482.35321044921875,284.29144287109375,0.33511292934417725,434.61962890625,294.3633728027344,0.4431225657463074
labeled-data/112/img2944.png,499.99615478515625,296.4144592285156,0.7925695776939392,497.2019958496094,285.4758605957031,0.5359867811203003,484.07611083984375,285.4500427246094,0.3536703586578369,482.4211730957031,284.2530822753906,0.33885228633880615,481.63232421875,282.7745361328125,0.35703688859939575
labeled-data/112/img2945.png,499.85552978515625,295.96905517578125,0.7890217304229736,497.187744140625,285.3458251953125,0.5107946991920471,484.0936279296875,285.26116943359375,0.34797579050064087,482.4892578125,284.2687683105469,0.3332926034927368,432.5214538574219,296.335693359375,0.37961798906326294
labeled-data/112/img2951.png,500.12060546875,294.6444091796875,0.7944861650466919,496.8292236328125,279.4574890136719,0.4876302182674408,483.7263488769531,284.845947265625,0.340425968170166,482.41424560546875,284.0325012207031,0.31116873025894165,482.06597900390625,282.9197082519531,0.3243865966796875
