scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
bodyparts,Head,Head,Body1,Body1,Body2,Body2,Body3,Body3,Tail,Tail
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/e1/img00285.png,1148.7020999396311,1468.9347563520307,1154.605415444763,1497.5658365519191,1158.442570523098,1520.8839327971891,1161.9845598261777,1544.7923605929725,1164.6410518034868,1568.1104568382427
labeled-data/e1/img00609.png,1131.5824849747496,1421.7082323109776,1140.437458232447,1447.682820533557,1147.2262710633486,1469.2299221272879,1151.3585919169407,1492.252852597301,1159.623233624125,1513.504788415775
labeled-data/e1/img00708.png,1131.5824849747496,1405.4741146718654,1135.4196400530852,1431.7438686697014,1141.6181213334733,1454.766799139715,1148.1117683891184,1477.4945638344718,1154.3102496695064,1498.7464996529459
labeled-data/e1/img01057.png,1122.4323459417956,1335.224660160799,1126.269501020131,1362.0847457091481,1130.1066560984668,1384.2221788533914,1133.6486454015455,1406.9499435481487,1137.1906347046247,1430.5632055686751
labeled-data/e1/img01221.png,1113.8725384593547,1285.636809917693,1118.0048593129466,1313.972724342325,1121.8420143912822,1336.4053232618253,1124.4985063685917,1359.1330879565821,1131.5824849747496,1381.2705211008256
labeled-data/e1/img01463.png,1097.3432550449859,1225.42299176535,1106.1982283026837,1249.3314195611333,1110.9208807067887,1271.4688527053768,1113.2822069088413,1293.3111200743645,1115.3483673356375,1316.629216319634
labeled-data/e1/img01465.png,1097.3432550449859,1225.42299176535,1106.1982283026837,1249.3314195611333,1110.9208807067887,1271.4688527053768,1113.2822069088413,1293.3111200743645,1115.3483673356375,1316.629216319634
labeled-data/e1/img01829.png,1088.4882817872883,1136.282927637862,1096.457757719216,1159.6010238831323,1101.7707416738344,1182.623954353146,1103.2465705501177,1205.3517190479026,1105.0175652016571,1229.5553126189425
labeled-data/e1/img02499.png,1036.6060599786085,967.4916548274581,1045.7515226175124,996.5048466474293,1056.7891499403277,1019.2108228543634,1065.6192517985799,1041.9167990612973,1073.1879105342246,1065.2534968295354
labeled-data/e1/img03321.png,911.2517982625628,919.2862609240444,937.3858497593703,918.0417822813391,961.3865092972547,920.8863048932367,981.1203849172929,927.2864807700058,998.5430859151646,935.2867006159673
labeled-data/e1/img03472.png,873.9174389814093,924.7975234845957,900.4070558047039,920.7085222299932,925.1188459955628,920.1751742402623,948.5861575437162,921.2418702197239,970.6312077859212,923.9086101683777
