scorer,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600
bodyparts,Head,Head,Head,Body1,Body1,Body1,Body2,Body2,Body2,Body3,Body3,Body3,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data/6/img2259.png,1029.8126220703125,517.2838745117188,0.46975332498550415,1048.068603515625,516.8712768554688,0.9515228271484375,1047.9205322265625,517.3002319335938,0.9881661534309387,1040.7847900390625,516.9481201171875,0.9659001231193542,1030.2779541015625,517.2468872070312,0.9389138221740723
labeled-data/6/img3889.png,983.2052612304688,509.4779357910156,0.87677001953125,972.8641357421875,514.8812255859375,0.9827655553817749,963.8909912109375,516.8385620117188,0.9950844645500183,956.0010375976562,513.399169921875,0.9642503261566162,945.7532958984375,508.31707763671875,0.7357309460639954
labeled-data/6/img4914.png,995.6979370117188,446.1343688964844,0.9556094408035278,1003.9867553710938,440.89617919921875,0.9488311409950256,1011.9393310546875,441.2005615234375,0.991843581199646,1021.1467895507812,446.5998840332031,0.9525712728500366,1031.05029296875,451.0193786621094,0.9603971242904663
labeled-data/6/img7813.png,966.3029174804688,506.69317626953125,0.8332535028457642,973.8924560546875,498.0236511230469,0.8596627712249756,976.8396606445312,493.7144775390625,0.9967620372772217,978.6963500976562,491.3396301269531,0.9014188051223755,966.73974609375,506.9400939941406,0.7579808235168457
labeled-data/6/img1262.png,890.257568359375,523.790771484375,0.8340085744857788,889.0294189453125,515.1092529296875,0.9247483015060425,888.2884521484375,506.517333984375,0.9960705041885376,886.4601440429688,500.9635314941406,0.9628925919532776,883.4276123046875,491.07000732421875,0.936653733253479
labeled-data/6/img2978.png,1043.4891357421875,467.6393737792969,0.9136476516723633,1034.844970703125,465.1988525390625,0.9680073261260986,1028.079345703125,465.50213623046875,0.9979801177978516,1021.3511962890625,466.47406005859375,0.9788697957992554,1012.771484375,467.9453125,0.9325070381164551
labeled-data/6/img3925.png,977.2269287109375,513.8388061523438,0.7733923196792603,968.6920776367188,512.06494140625,0.8887525796890259,962.6107788085938,511.7477722167969,0.9942295551300049,964.1018676757812,512.8450317382812,0.9276036024093628,977.60595703125,513.6991577148438,0.8925671577453613
labeled-data/6/img6263.png,1152.4710693359375,572.2655639648438,0.8715832829475403,1152.8702392578125,580.03564453125,0.9397939443588257,1151.5155029296875,584.6947021484375,0.9684349298477173,1147.2073974609375,586.483154296875,0.9234782457351685,1137.4188232421875,589.4654541015625,0.6177892088890076
