scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
bodyparts,Head,Head,Body2,Body2,Tail,Tail
coords,x,y,x,y,x,y
labeled-data/111/img0033.png,943.7826433795794,1612.6605700283712,945.4025046934125,1646.810373335141,947.5062231654967,1682.6129084560152
labeled-data/111/img0068.png,943.5062105145987,1590.6140542520461,945.4025046934125,1627.1095394965917,947.1534785143733,1663.5691897923587
labeled-data/111/img0071.png,944.6969865935175,1588.6878395515687,945.4971615444182,1624.7145976143156,946.970159728735,1661.2593428033613
labeled-data/111/img0072.png,945.0236425042096,1590.9744309264127,945.131855303242,1624.8363663613743,946.459555285252,1660.5647898270875
labeled-data/111/img0254.png,962.6049699434573,1489.6168931712277,954.528276125554,1519.9957747543972,948.9418056165135,1552.0806624947897
labeled-data/111/img0464.png,1009.0388534324235,1368.5026418111631,999.1249491588942,1397.0981607568365,986.8579953176531,1426.8073208159913
labeled-data/111/img0483.png,1009.686146152914,1349.2355008233747,1003.5599169616694,1382.4286518707336,991.917284024308,1415.2226697136389
labeled-data/111/img0546.png,1021.9077266781348,1320.1045206660986,1013.453306675553,1348.6546662957517,1003.1425144189375,1379.9793961969792
labeled-data/111/img0618.png,1040.7744071485984,1269.776222660367,1029.4874210394332,1297.8231122485577,1016.8648203699956,1329.5646850656258
labeled-data/111/img0640.png,1054.1391793316964,1259.5258588054153,1035.6281456894296,1285.5416629485646,1025.2486500185796,1314.2708552756433
labeled-data/111/img0658.png,1049.9709986648409,1241.4606589964942,1041.086567600538,1273.94251638746,1026.0552886411303,1306.1009565887061
labeled-data/111/img0762.png,1077.5897641310735,1189.6781281347285,1060.8733470283048,1221.4052054930441,1047.0878326332602,1250.0384245791056
labeled-data/111/img0886.png,1118.2480409604316,1125.8828220486525,1102.6000379011302,1156.03284632794,1084.738619334231,1181.715849597069
labeled-data/111/img0980.png,1155.7746915992998,1075.588563041796,1135.9716082411758,1107.824279435674,1115.1164147699417,1133.388152176426
labeled-data/111/img1021.png,1173.209190301275,1054.1054599596137,1152.601985015482,1082.1427255692001,1130.1451431397559,1113.7035123702742
labeled-data/111/img1030.png,1171.8777185924434,1055.3017847281621,1153.0165169203626,1080.691863902117,1130.7354270330145,1110.6417940297617
labeled-data/111/img1278.png,1293.2556344893994,935.9616171140011,1268.08969514499,960.7549425493188,1241.130496472437,984.5806931705334
labeled-data/111/img1356.png,1342.474415312639,905.9822631568078,1314.0668057273535,923.0484593923567,1283.9490768089963,945.5993667165952
labeled-data/111/img1372.png,1349.0677594758108,902.5025119136405,1318.9876104899913,919.7797859298337,1290.3016566706613,940.2406723862964
labeled-data/111/img1375.png,1354.7655391399758,897.776981157625,1326.492462461491,915.5436074208574,1293.5545961268117,937.2793371742963
labeled-data/111/img1461.png,1387.0460615132388,883.8243778420804,1354.9430185777446,899.7007918029066,1322.468054237543,916.0062582155916
labeled-data/111/img1462.png,1389.3808282721836,882.1900411108188,1357.1610469987424,898.7668850993286,1321.6547976939246,915.9274207775745
labeled-data/111/img1468.png,1395.165961522776,878.1755143633313,1364.6323006273665,894.6810432711748,1328.8377080048408,913.1257006668404
labeled-data/111/img1530.png,1421.9703559933625,867.0853722583424,1395.3344835074936,880.5557043795575,1363.0858477528732,895.5589527366272
labeled-data/111/img1556.png,1443.099995161815,861.2743471843652,1411.9113274960034,874.0183574545114,1377.9590977618896,887.4234809547609
labeled-data/111/img1649.png,1503.9919843129996,845.7676796712764,1470.0470197937348,854.9900083691092,1437.11139545363,865.2629821084673
labeled-data/111/img1712.png,1538.2222091549295,838.7633793944414,1504.3680911502267,846.2346330230655,1465.577685576256,857.1724476524006
labeled-data/111/img1756.png,1570.0917754145294,831.17538742787,1535.070274030354,838.646641056494,1501.4428220466293,845.3720414001536
labeled-data/111/img1877.png,1653.2903889375082,831.6695983938054,1622.3934324457034,826.9385991282716,1584.123324037829,827.0006903426959
labeled-data/111/img1883.png,1653.7982613845356,833.1152676489127,1623.2307554549532,826.9367292163375,1586.458611772804,828.1290787384133
labeled-data/111/img2038.png,1777.1737516476685,829.0952839945613,1740.353311429275,828.1135590911872,1705.2149636032493,827.742336282527
labeled-data/111/img2096.png,1818.2613148362832,832.5039429871732,1784.3696992645368,827.9344211924948,1746.8950251202907,824.8452916479345
labeled-data/111/img2194.png,1869.1316180895517,853.2550196774873,1842.7778572200323,836.4334701863047,1806.5206621635157,832.7082950884285
labeled-data/111/img2369.png,1922.606201300927,926.7967120214961,1912.6834041020247,894.2240516511863,1896.7206433907472,861.4356782982917
labeled-data/111/img2466.png,1929.7247297262265,972.3121513468958,1923.4690532312663,935.2095183423045,1918.5076546318153,895.0869035815256
labeled-data/111/img2497.png,1932.7447114824142,991.2948938143611,1924.1161921790208,957.6436685311271,1921.311923405418,920.325322543951
labeled-data/111/img2715.png,1931.8818595520745,1074.5601050921066,1928.2147388481324,1039.6146019133637,1928.646164813302,1005.3162376823752
labeled-data/111/img2725.png,1933.8232763953379,1090.0914398382145,1929.0775907784716,1054.2830847291323,1929.940442708811,1016.3175997942016
labeled-data/111/img2897.png,1919.370506562154,1196.4379402525374,1920.4490714750782,1160.8452981260402,1926.057609022284,1122.4483872259395
labeled-data/111/img3020.png,1906.859153572234,1263.3089648538357,1909.8791353284216,1224.9120539537355,1918.29194164923,1186.73085603622
labeled-data/111/img3023.png,1906.6434405896491,1265.2503816970993,1909.8791353284216,1224.9120539537355,1918.29194164923,1186.73085603622
labeled-data/111/img3136.png,1901.2506160250282,1295.4501992589758,1903.6234588334612,1254.2490195852727,1912.6834041020243,1213.0478399115696
labeled-data/111/img3186.png,1888.3078370699382,1328.0228596292854,1895.4263654952376,1286.1745410078279,1907.0748665548188,1246.0519262470489
labeled-data/111/img3238.png,1878.6007528536209,1353.0455656091262,1887.2292721570143,1315.511506639365,1899.5249121643496,1280.3502904780376
labeled-data/111/img3252.png,1878.385039871036,1359.3012421040862,1885.7192812789203,1319.8257662910619,1897.583495321086,1281.4288553909616
labeled-data/111/img3354.png,1859.8337233687403,1404.3852554643163,1867.1679647766248,1371.8125950940066,1879.4636047839601,1338.1613698107726
labeled-data/111/img3436.png,1838.9095640580115,1447.9592779464529,1849.0480742394986,1413.4452007328794,1866.52082582887,1378.4996975541367
labeled-data/111/img3486.png,1831.3596096675424,1465.8634555009942,1839.556703005766,1434.8007860087782,1856.5980286299678,1400.2867087952047
labeled-data/111/img3576.png,1803.7483478966835,1516.1245804432604,1814.965422991095,1485.0619109510444,1834.163878441145,1449.9006947897165
