1000, 0.00096, 0.005
2000, 0.00097, 0.005
3000, 0.00096, 0.005
4000, 0.00096, 0.005
5000, 0.00092, 0.005
6000, 0.00109, 0.02
7000, 0.00106, 0.02
8000, 0.00110, 0.02
9000, 0.00104, 0.02
10000, 0.00104, 0.02
11000, 0.00105, 0.02
12000, 0.00106, 0.02
13000, 0.00105, 0.02
14000, 0.00103, 0.02
15000, 0.00101, 0.02
16000, 0.00101, 0.02
17000, 0.00103, 0.02
18000, 0.00101, 0.02
19000, 0.00101, 0.02
20000, 0.00098, 0.02
21000, 0.00090, 0.002
22000, 0.00086, 0.002
23000, 0.00086, 0.002
24000, 0.00085, 0.002
25000, 0.00085, 0.002
26000, 0.00085, 0.002
27000, 0.00085, 0.002
28000, 0.00085, 0.002
29000, 0.00083, 0.002
30000, 0.00085, 0.002
31000, 0.00083, 0.001
32000, 0.00082, 0.001
33000, 0.00081, 0.001
34000, 0.00082, 0.001
35000, 0.00082, 0.001
36000, 0.00083, 0.001
