scorer,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600
bodyparts,Head,Head,Head,Body1,Body1,Body1,Body2,Body2,Body2,Body3,Body3,Body3,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data/3/img8844.png,899.0341186523438,530.345703125,0.9539831876754761,912.2335815429688,523.7273559570312,0.9334015250205994,918.1416625976562,518.5786743164062,0.9990113973617554,918.6025390625,514.0935668945312,0.9465909004211426,921.3065185546875,497.6321716308594,0.7605926990509033
labeled-data/3/img7582.png,898.0706787109375,621.021484375,0.9384109377861023,895.3936767578125,630.9989624023438,0.9139506816864014,889.2173461914062,641.1343994140625,0.9959304332733154,894.1353759765625,634.9177856445312,0.8696836233139038,897.7058715820312,621.704345703125,0.810073733329773
labeled-data/3/img4897.png,1017.4740600585938,502.77899169921875,0.5860728025436401,1033.3994140625,492.1492919921875,0.9071345329284668,1032.15380859375,490.7153625488281,0.9876534938812256,1025.3775634765625,496.9417724609375,0.9200382232666016,1017.94287109375,502.92608642578125,0.9459171295166016
labeled-data/3/img7974.png,990.0222778320312,495.9541015625,0.8474669456481934,976.88671875,498.6310119628906,0.9792181253433228,965.6968994140625,500.99786376953125,0.9982354044914246,959.1717529296875,506.3629150390625,0.945207953453064,989.0768432617188,497.79632568359375,0.8799745440483093
labeled-data/3/img0368.png,1032.5029296875,507.70013427734375,0.9458224177360535,1032.464599609375,517.6520385742188,0.9882678985595703,1029.82568359375,528.199462890625,0.9994336366653442,1027.444580078125,534.3362426757812,0.9856060743331909,1022.4177856445312,547.0128173828125,0.8592096567153931
labeled-data/3/img8806.png,918.6648559570312,521.0007934570312,0.8850917220115662,924.6403198242188,510.20635986328125,0.9017375707626343,925.5326538085938,501.9920654296875,0.9954752326011658,924.5266723632812,492.7539367675781,0.9243146181106567,923.3491821289062,481.6607971191406,0.8635013699531555
labeled-data/3/img6473.png,934.016845703125,519.7219848632812,0.9430316686630249,937.5650634765625,531.9362182617188,0.9563714861869812,940.5829467773438,537.739013671875,0.9874272346496582,947.3679809570312,544.2205200195312,0.9887771606445312,954.5798950195312,549.3202514648438,0.9768803119659424
labeled-data/3/img7565.png,894.8199462890625,654.4400024414062,0.8457434177398682,887.0660400390625,652.9290771484375,0.9866529107093811,883.6735229492188,647.7367553710938,0.9958471059799194,887.6080932617188,637.7752075195312,0.9053987264633179,892.7081298828125,628.2501831054688,0.8992599844932556
