scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
bodyparts,Head,Head,Body1,Body1,Body2,Body2,Body3,Body3,Tail,Tail
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/3/img0233.png,1034.843248547777,481.1008269115087,1039.9568681532446,473.2474479017486,1042.5275068467552,463.3665981661667,1043.7826616553498,452.8676906053158,1043.042467297777,442.53684205904517
labeled-data/3/img0330.png,1027.5608725640027,534.15656935577,1036.371378917068,504.97289405739235,1035.3326010796275,514.7875102791477,1033.3036567400845,524.7737041718777,1036.031076254811,495.0088048097811
labeled-data/3/img0368.png,1022.5491097605128,549.2616981830098,1027.051118596452,540.004476304997,1030.6988256926086,530.2950039278857,1033.7312031899066,520.8898543533599,1033.2447476703771,510.6901060702976
labeled-data/3/img0570.png,993.7596167082336,507.23402980679174,994.8696357439906,518.4522978587744,996.8924970811303,529.1266811289054,1005.2706871072755,535.8559053563736,1014.5770058539662,529.6751714029454
labeled-data/3/img1301.png,949.9275009664397,609.8226496126505,940.9313909532503,615.8602402242522,933.2711377844837,621.7523174922292,924.2323985671625,625.3415938189254,914.2822014109543,621.9844574992856
labeled-data/3/img2895.png,1033.237518603255,660.2236943592255,1026.39134230944,664.7493087859524,1018.8048695638686,669.5812205788715,1009.8530748011791,672.2490458780605,1000.2970596401765,673.1901323514136
labeled-data/3/img4246.png,950.45263671875,547.9764776524983,944.7522666846298,551.9815888469418,936.869574915742,552.0842308638411,928.7472953372118,552.1527039253049,920.6893501706007,552.647907299507
labeled-data/3/img4897.png,1050.1837695827285,492.32537319150555,1041.9983583188446,490.80043799119227,1033.6712693448696,492.738643550321,1025.8833837269356,497.95341296168397,1017.94287109375,502.92608642578125
labeled-data/3/img6465.png,964.0230265170956,545.0077082064004,952.9640861765793,546.2673643368609,943.5802127710854,540.1601921336104,938.4716023891543,530.8194868467748,934.8561238735293,520.7462498602147
labeled-data/3/img6473.png,954.3399807627632,551.1009053953626,948.4582638685284,545.2681948608414,942.2087975821148,538.3893539937834,938.1006313698362,530.4007881789771,934.5819301208472,521.0304474618274
labeled-data/3/img6484.png,959.5003662109375,559.11474609375,952.4502903875584,549.3890991210938,945.5062488937751,542.5283813476562,940.0138908640791,534.4728160476312,935.433640365675,524.2796719742939
labeled-data/3/img6503.png,974.2097936276363,550.0887848809994,943.4109245554855,538.0735203680273,950.8609563829378,546.6718121211355,961.8611287563419,551.0222382610044,940.0556390483539,527.4012571699908
labeled-data/3/img6734.png,994.81333084792,601.0725869301766,1002.3225522886121,593.9540251310492,1006.1137458869825,584.6930490671207,1001.6571895381616,575.0226944473783,995.4687952723114,566.8504162121022
labeled-data/3/img6767.png,988.7808326515523,602.6150344066425,997.5858233111098,594.5427836283077,1004.3127921622605,585.9831334019319,1001.7098124735959,575.8164964280722,995.4921028205764,567.2964717647241
labeled-data/3/img6780.png,995.3923524965443,603.9849393457577,1000.6670134489935,595.1771586650023,1004.4864663247077,585.9697797162338,1002.0773661845333,577.6556330501377,995.9361997495496,569.1426340280581
labeled-data/3/img6801.png,1023.8469025666316,588.654466966948,1013.1527339717553,589.1307057789977,1005.519730484864,584.1678943347728,1000.8442118876583,576.5027914877921,996.9978082330236,567.8064921610959
labeled-data/3/img6815.png,999.7186972128166,597.3763880457487,1006.7454570048457,592.2770598357122,1004.5189208984375,583.3351625551379,1000.5611863694786,575.3937484237155,996.3095147759924,567.2304714993243
labeled-data/3/img6828.png,981.1932035796953,595.1819093260721,993.7039578641436,593.5871301598603,1003.5453758812357,587.5731071036668,1001.399778257214,576.6185000308703,995.7022094726562,567.4974365234375
labeled-data/3/img7556.png,894.0177845383064,632.4388875454044,887.2197983297208,640.5606441239513,881.3115863163644,648.8349520491436,886.0950243634484,656.0697033317764,895.5571448392548,655.6828563199699
labeled-data/3/img7565.png,895.632871691448,629.8896552893633,889.8299864071734,638.9467602274065,884.323863271127,647.2490001296624,886.6325827788561,655.6595663720129,896.1224165728316,656.0522318670539
labeled-data/3/img7582.png,899.0461891938002,622.647335179771,897.1821126430606,632.4622281266377,892.3064627204714,640.8092292531082,888.9326534012952,650.5259533703334,893.6412445701037,658.9363291323823
labeled-data/3/img7974.png,990.6364881360558,498.20620601059034,979.3435599660984,501.7020634830137,968.153740630161,502.02154760957234,961.0143838417614,509.843440095202,957.3426442204466,521.1363172365294
labeled-data/3/img8045.png,1010.3085846221512,497.8594404339883,999.4670655393861,499.90611313820625,988.5723559129342,499.4506879925821,977.7993639147253,501.33270043730266,967.8960685680477,507.2350152087713
labeled-data/3/img8806.png,918.6648559570312,521.0007934570312,926.2661706289898,512.1935108468903,926.9778545239458,501.9920654296875,925.6105728997952,492.39263658874006,923.3491821289062,481.6607971191406
labeled-data/3/img8844.png,900.8406195465338,532.6941542874471,912.4142316323878,528.6049083713444,919.9481634918465,520.2045251211773,922.2155408508801,510.29991501673214,921.8484688229446,498.89672225679243
