scorer,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600,DLC_resnet_50_19FMay16shuffle6_600
bodyparts,Head,Head,Head,Body1,Body1,Body1,Body2,Body2,Body2,Body3,Body3,Body3,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data/5/img5141.png,945.5453491210938,246.7920684814453,0.9142654538154602,946.7831420898438,262.0201416015625,0.9090549349784851,946.7584838867188,268.1485595703125,0.9949684143066406,950.2354125976562,273.22674560546875,0.8807492852210999,945.260498046875,247.37838745117188,0.8252626657485962
labeled-data/5/img2715.png,909.9500122070312,528.2239990234375,0.9343442916870117,898.8350830078125,518.804931640625,0.958511233329773,894.8722534179688,513.830810546875,0.9950270652770996,890.0595092773438,514.8284301757812,0.9062666296958923,909.1339721679688,526.74755859375,0.5775750875473022
labeled-data/5/img0401.png,777.2604370117188,511.3716125488281,0.957825779914856,766.6399536132812,509.1296081542969,0.9791952967643738,757.6576538085938,507.2619934082031,0.9905468821525574,749.7767333984375,504.7143859863281,0.9809343814849854,740.3021240234375,502.1703186035156,0.960260272026062
labeled-data/5/img7081.png,942.2499389648438,537.8099975585938,0.7871506214141846,935.32421875,519.5313720703125,0.9434752464294434,931.1246948242188,524.5736694335938,0.9911074638366699,933.4786987304688,530.489013671875,0.9285643100738525,941.8394775390625,539.6724243164062,0.823137640953064
labeled-data/5/img8329.png,1081.001953125,467.6323547363281,0.9536489248275757,1076.0257568359375,460.3761901855469,0.9204972982406616,1069.740234375,455.17041015625,0.9900820255279541,1064.402099609375,453.75225830078125,0.9054843783378601,1081.1104736328125,466.5458068847656,0.6121924519538879
labeled-data/5/img5028.png,978.016357421875,310.43316650390625,0.9524663686752319,967.1141357421875,289.785400390625,0.9497881531715393,973.3456420898438,292.0929260253906,0.9936127662658691,972.0753173828125,292.1845703125,0.8424580097198486,955.8776245117188,281.0332946777344,0.5881451964378357
labeled-data/5/img8709.png,1015.5452270507812,511.0531311035156,0.957736611366272,1030.806640625,513.5642700195312,0.9189655780792236,1041.3897705078125,511.4005432128906,0.9963243007659912,1041.00537109375,505.7200012207031,0.9226232171058655,1047.695068359375,492.5455017089844,0.7400400042533875
labeled-data/5/img4751.png,987.2748413085938,312.0027160644531,0.9660418033599854,981.5864868164062,319.5244445800781,0.9948782920837402,973.6685791015625,324.1789855957031,0.998603105545044,964.413330078125,328.87469482421875,0.9872028827667236,955.0545654296875,331.1276550292969,0.8371472358703613
