scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
bodyparts,Head,Head,Body1,Body1,Body2,Body2,Body3,Body3,Tail,Tail
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/out/img00007.png,582.6979957481785,196.22491040498176,586.7002099910584,186.28837849162502,592.3585128861644,177.1798909043814,599.2588822704398,168.76144025556528,606.4352664300864,160.61900438212018
labeled-data/out/img00008.png,337.2983361282162,183.9396221351436,330.16939200808645,176.44193952604175,324.5154018438458,170.05047238385657,330.2923048377438,163.53609241201397,339.7565927213643,165.3797848568751
labeled-data/out/img00017.png,337.4694878009773,183.9211541102893,330.76409199881266,176.97839916468536,324.8894531986864,170.03564421908138,330.88277157053267,164.22034520481483,339.48704052021253,165.64450006545155
labeled-data/out/img00021.png,338.61035079928797,185.3563542243526,331.42534117791104,177.80476247943614,325.4867107765689,171.20628425572272,330.3255948072922,164.3878567578855,339.3435150463672,165.34097027908848
labeled-data/out/img00033.png,341.31840938960875,187.9577072276072,333.58137021748973,180.38886455923,326.85351006782116,173.07231664646542,330.3856366463974,164.74658971125055,339.97283735967494,164.32609845189626
labeled-data/out/img00065.png,541.4388090053039,771.6450313946777,535.733066070681,781.6980070413942,530.5707272250701,790.3924724655814,523.5064740679179,798.5435338007567,514.5403065992247,805.4719359356558
labeled-data/out/img00076.png,594.6007926058696,291.51228202148775,603.4362985066446,287.1669512506149,612.9960262025647,282.9664648387712,622.1212208213976,278.7659784269274,629.3634387728523,273.26189278382185
labeled-data/out/img00119.png,794.2338794953428,481.9220757281144,803.6128618528985,481.28711797959363,813.9847382552291,481.28711797959363,823.6462121642501,481.855439974242,832.4552030812974,483.48936570885564
labeled-data/out/img00141.png,344.2388990859723,195.6997922948383,340.7067725073963,185.91851869262783,334.81989487643614,178.76369818730709,330.74436420884854,170.06923276312,335.09159692094227,162.28044082061902
labeled-data/out/img00143.png,343.851981503921,196.38477168212432,341.21983814542284,186.4411189944644,335.3706306820934,179.34895494517752,331.05684017788803,171.2331795898081,334.8588250290521,162.6787136746889
labeled-data/out/img00146.png,786.8766090316419,484.5484202784932,796.6356638271436,482.73055713031164,806.6817496460421,481.86946406012027,816.153773418147,481.9651410679193,824.860381127859,482.44352610691453
labeled-data/out/img00199.png,296.6548930655197,520.3597998230246,297.8646140732005,511.45185422101133,295.33519742077715,501.8840607966269,294.2354510501582,492.0963180981187,293.6855778648488,483.07839785904366
