scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
bodyparts,Head,Head,Body1,Body1,Body2,Body2,Body3,Body3,Tail,Tail
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/c2/img00007.png,1087.7972079097283,1582.438998712778,1072.3401386974122,1589.4954868314442,1059.571255435064,1598.4001027907134,1048.1464651476997,1607.9767652374742,1036.8896864822086,1617.8894509279814
labeled-data/c2/img00322.png,1206.1925229501544,1559.0822152945366,1191.966296501428,1562.8638704264763,1175.939281894635,1566.1052891109964,1161.5329766301024,1568.986550163903,1146.0461984707297,1572.0478900326161
labeled-data/c2/img00389.png,1235.3652911108336,1551.7890232543668,1218.7080006487172,1560.0726487814734,1203.041143673538,1562.3236339790565,1188.5447990011014,1564.3045009529296,1172.4277449864055,1567.365840821643
labeled-data/c2/img00800.png,1380.7876574423524,1535.908774490303,1366.214779273198,1544.4242514927605,1351.72968952675,1545.5655009879354,1336.1911387078328,1545.7410778333465,1318.809031012095,1546.7067504831098
labeled-data/c2/img01144.png,1480.2127482264514,1485.525855788074,1465.7494498839374,1491.359791253962,1452.501554763483,1496.9506460754385,1439.2536596430289,1502.5415008969146,1424.6688209783085,1508.3754363628025
labeled-data/c2/img01923.png,1628.917380704152,1257.4495071410158,1616.7561990528338,1272.313173603738,1607.8980543932316,1285.2250454804464,1600.2410140942536,1299.0377456276226,1592.5839737952754,1313.6011360001887
labeled-data/c2/img02763.png,1548.5042489650082,1036.7344983384387,1568.5655515597166,1038.049993590551,1581.7205040808367,1048.902829420475,1592.7377768172748,1059.9201021569131,1604.083923366741,1071.1018117998653
labeled-data/c2/img03247.png,1444.4401587493135,934.4119888910357,1458.1742151585918,946.3229404672238,1470.449787701398,956.2892468881159,1480.4160941222901,966.6201742756261,1490.1393198987703,977.5588032741664
labeled-data/c2/img03899.png,1293.7289491727224,810.9835377795636,1310.7159965586907,820.2634988515276,1323.2989946223709,829.5434599234919,1335.095555307071,837.7224086648839,1348.3077032739352,847.7888071158281
labeled-data/c2/img04360.png,1176.1905002565077,787.8557371084444,1196.9595964922983,784.3525160566244,1212.9743213006184,781.2246401174993,1228.2383558835486,779.9734897418492,1244.1279656543038,779.7232596667193
labeled-data/c2/img06000.png,976.1441051220164,1035.0430860191746,964.7014412578573,1030.0885305316003,955.9719863511791,1021.0051788043812,951.2533620772991,1009.2086181196811,949.2479467608999,996.4683325802048
